food,cert
23518,13408
23956,1805
24943,24652
23408,183
24120,257
23187,3798
24461,4539
24377,23509
23775,23494
23858,24651
25132,23166
24737,3683
23038,23200
24861,3618
24763,872
25112,2742
23693,428
23815,787
23618,3829
23477,23417
23316,3449
23340,3782
25163,5415
23882,1567
23856,1791
54728,19915
23231,257
23623,878
24127,10807
55262,6514
24805,1773
23006,23478
25040,5847
24352,24696
23094,23418
23430,3618
23644,19103
24406,256
24192,24694
23574,4915
23048,1398
24538,23509
24952,1985
24799,24447
24650,23480
23513,24436
23050,461
24777,2749
24007,3558
23228,3829
23274,23157
23946,1805
23877,13695
24913,23473
25000,24436
23485,864
23742,23490
23237,1567
22985,3436
24680,428
23300,23978
24015,24676
23164,12879
55223,6514
24595,4539
23896,24651
24835,10695
23651,2005
23732,209
24591,3774
24962,24436
24992,1335
23799,254
23457,23505
23681,1773
25109,4915
24572,852
25047,3829
23716,2414
23816,3558
25122,313
24349,11671
24440,24651
23409,23417
24078,24651
24865,23508
24928,1398
23239,24651
54340,6514
23291,3696
23413,23159
24720,23506
24211,24651
23021,1271
24945,23764
24571,24651
24112,239
23353,13695
24746,872
23028,24435
24071,3718
24084,428
24989,24436
23101,2414
25097,3696
24615,3720
24744,24721
23884,3771
23330,24436
24287,23511
23388,1444
24946,24436
23023,257
23472,3829
22939,23508
23583,2708
25116,915
24872,24651
23573,24651
23592,24651
24981,24436
23725,24651
22993,23458
23708,1447
23667,2147
23185,872
22956,16987
24149,23455
24613,3798
24841,23159
23314,4529
23834,481
23981,23490
23499,24450
23293,24682
24564,4529
23000,23497
25062,2005
24086,16987
23097,1307
24764,724
24433,2099
24975,3379
24786,24436
23932,24107
24705,24651
24171,3698
22962,24696
24914,2809
23931,24651
23276,23509
24248,3301
25064,3547
23993,24651
24972,872
24133,24436
23861,4342
24152,257
24006,3829
24282,3696
23258,4539
24234,23978
23250,24450
22965,24450
23917,2728
24307,23509
55753,6514
22920,23466
24875,24721
23564,3564
23403,1306
24820,1720
24631,1258
24987,24436
24856,3829
24339,24435
24629,23167
24468,5415
24333,24436
24611,3436
24518,24702
22969,2005
24066,3082
25072,257
24506,23480
23819,2809
23712,24651
23367,10807
22932,24651
23968,872
24163,23423
25048,3829
24549,872
23093,2477
24186,2213
25063,15838
24602,24436
24810,1341
24891,23491
23916,24651
23469,4550
23412,24679
24753,3715
23346,23444
25002,3520
23303,24651
24545,24651
25139,810
22910,1334
23557,6780
23671,3558
23204,1439
23067,491
23569,2809
24087,1415
24772,1450
24612,23978
23380,857
24589,1312
24553,1567
25179,1447
24104,23153
24628,3618
24077,1307
23029,3773
24358,878
23248,24436
23523,24436
23642,3829
25015,2477
23567,3618
24855,3782
24184,3782
24166,23511
22986,24436
24419,2414
24791,5863
23673,24702
24899,15838
24429,24702
24103,4466
24517,3829
24216,16987
23640,316
24095,2809
23118,1394
23465,1773
23169,422
24734,872
23772,4915
24301,2805
24932,23777
24449,6383
24892,23509
23401,3481
25001,24436
23663,11671
23566,3726
24381,1782
24125,2477
23266,23458
23297,5411
25152,872
24442,4915
22987,2266
70725,1161
24963,24436
24942,1394
25158,4550
24010,3829
24762,23173
23971,4979
23240,12879
23099,3251
23860,23509
24832,852
24979,24436
24970,1450
23866,3829
23007,3483
23683,24436
22982,3715
24439,3829
23234,23490
23943,24651
24428,23509
24306,23418
23106,240
24774,24702
24046,2005
22936,12879
23302,23497
23377,3301
24484,4539
23090,878
23109,17610
22946,1306
24745,24702
24405,1783
23078,23792
23259,2728
24290,10807
25144,872
24250,23425
24094,12879
24915,2493
24230,3301
22964,976
23989,24651
23942,24651
24151,1909
24728,23458
23422,3829
24418,23478
23937,313
25005,23154
23385,3737
24921,10691
24944,3563
24947,24436
24487,1567
24137,24436
23223,1447
23839,2477
24823,3018
23556,495
24514,8902
25106,2764
24126,1782
23063,872
22976,5863
24235,23152
23818,24651
23606,1447
23524,487
23745,24651
22989,24651
23648,250
24060,23509
23555,872
23121,23476
23069,3502
23898,24702
24607,1097
23650,254
24596,3082
24067,24651
24965,24436
23945,491
23850,24436
24320,3082
24624,23423
24617,3436
24145,1072
23998,878
23263,3449
25105,2477
24583,852
24076,23458
25017,23473
22992,4915
24143,3771
25055,24447
54256,6514
23460,24436
24273,24436
23124,3715
23216,8902
23141,24694
23351,24436
23080,23750
25186,1450
23810,2430
24854,3432
23838,5415
24984,24436
23271,3473
23436,23498
23655,1805
23639,23179
71002,2453
24083,183
23389,24651
23324,24436
24903,2175
25054,24658
23806,3733
25114,1311
23710,2005
23622,12879
22930,23510
23286,24651
24554,3436
24556,1025
25136,3564
23376,2414
23714,1875
24758,24702
23738,24661
24323,8591
23925,5387
24893,491
24544,1450
23427,3782
25075,1567
23620,256
23016,872
24206,866
23372,2005
24516,24651
22928,1307
25029,23424
23697,3715
24388,3671
23976,23520
23089,810
23242,495
23699,2766
24331,6754
22955,4999
24884,24436
23913,1335
23870,1314
25104,23978
23241,3715
25022,1550
24002,23148
24055,8902
24312,3735
24801,23149
24357,3782
24322,24651
23199,2414
23541,23509
24478,1093
24375,4550
23035,3829
24576,422
24259,24436
24292,490
23328,24450
23299,23791
24894,1773
24998,24436
24495,3718
24138,491
24843,3737
23987,872
24042,8902
24909,2421
23435,23509
24280,24436
23547,490
24200,1450
23061,204
24372,3736
24818,1174
24665,24446
23283,428
24960,24436
24154,4342
23373,23509
24756,23494
24725,3620
23034,24704
24475,23468
23336,1312
24950,24651
22975,2809
24890,23509
23070,3829
23992,3558
25046,23777
23270,3720
24599,1314
23969,2147
25148,3696
24409,4550
23395,23478
23634,852
25185,2477
24310,24702
24822,24697
24396,23254
54763,19915
22988,3733
24258,23978
23452,24436
24976,24436
23396,23777
23709,2140
23653,691
24389,24436
23676,1876
23171,19103
23208,1311
24141,8591
23666,6774
23139,4915
23371,3715
24001,481
23137,3829
23982,3798
25094,313
23320,24436
23284,23509
23662,3829
24896,24447
23527,24436
25003,5411
25110,2266
23613,5847
23462,23509
23296,13408
23892,23509
24368,878
23407,2213
23713,3720
24014,24703
24574,24651
25153,1270
24626,852
24081,24698
24742,392
23629,1335
25140,16987
24315,1909
25004,24683
23305,24702
24625,254
23598,23509
24448,2734
24407,23149
24413,23252
23621,24694
23940,1909
24020,3727
23410,4342
23758,23511
23614,872
24220,2005
25024,23498
23393,23450
23927,490
24483,4525
23936,3798
23211,1773
24453,4915
23747,24651
23344,24436
23659,1450
23801,24651
23544,4539
25120,1431
23357,24436
25018,4550
23906,23750
24792,24436
23262,1447
24636,915
24028,3829
22961,24676
25099,23978
24164,4915
23763,2551
23848,24651
22953,1311
24249,24436
22981,252
25102,3782
23980,392
24878,23490
24226,4342
24860,690
23030,23159
24168,1312
23104,23446
25068,23502
23020,3829
23102,313
23525,24436
24414,24436
24255,2099
23715,1311
24623,1773
24181,23480
24477,1806
24868,2764
23163,23458
24041,8902
24870,5415
23933,1782
24441,2809
23974,1782
24421,1805
22968,852
55526,476
23975,202
23110,3719
24802,3718
24266,23475
24640,872
71280,1457
24874,1567
24207,24684
24342,852
24193,706
23064,257
23010,23508
23999,3564
23287,23153
23991,312
23594,2005
23411,24435
23953,1773
25073,1805
25101,8902
24278,3798
24123,23480
23055,253
24011,23509
22970,1447
23950,23252
23660,1447
24238,24684
24886,4915
23161,4915
24539,6374
22919,3829
24471,3502
24930,2005
23812,23793
25149,2749
24524,24107
24318,1773
23066,24435
24408,23453
25174,23489
23635,4915
23032,2005
24131,24436
23484,23509
25076,3538
24064,24651
25008,2005
23636,422
24065,257
23342,1773
23381,2809
23959,3829
23633,24721
24522,1415
25010,2766
24035,23473
23918,23509
24578,3495
23652,872
23036,1773
23343,313
24496,2005
23949,2728
23804,852
24356,852
23404,1312
22997,11671
24387,2804
23273,24651
23322,24436
23321,23458
24961,24436
23563,24693
24325,2408
23603,1450
24359,2809
23679,4915
25131,4136
24493,852
24247,1567
24237,3798
24074,1092
24977,24436
24616,4550
23519,24436
24502,23172
24731,3735
23803,915
24275,24651
22960,1567
24159,3829
23611,852
25093,24651
23210,1306
24385,3432
23559,3829
25180,254
23878,24652
23944,1450
25091,1743
23721,23423
24717,810
23868,23478
23616,23458
23062,1450
24486,23178
24335,4165
55751,19915
23134,1773
54168,6514
23350,24436
24520,23468
23387,2728
24645,23198
24959,23509
24187,457
24176,24651
23637,1398
23394,1567
25020,852
24393,24436
23091,852
55834,476
23828,1800
24639,257
24032,1773
24973,1985
23952,3620
24242,385
24901,3696
24718,24649
24394,3829
56180,476
23881,23466
23853,2809
23288,23509
23737,23159
23265,1444
23908,23458
24293,2266
24251,4550
23360,23509
22943,24436
24183,976
23692,23439
23482,24686
23019,422
24121,3715
23958,23509
24712,1782
24182,3018
24344,2505
24115,852
23116,4136
24379,23511
23543,3688
24637,24651
24036,1447
24221,24681
23364,23502
55638,1405
24313,4915
23669,1777
23904,24688
24954,866
23862,706
24881,3737
23095,23458
24079,516
24548,23509
23267,3798
23537,1416
24929,24651
24054,23978
23761,24450
23031,1452
23996,920
22978,23142
24162,1909
55937,473
24139,24436
24900,256
24999,24436
22929,3829
23855,23509
23805,3773
23723,1806
23599,1090
23797,2809
24821,872
24202,4550
23694,1875
24367,24651
24974,4342
24161,4915
24982,3618
24021,23765
24153,24681
24324,1270
25077,12879
23129,3251
24319,852
23668,24656
23310,17610
23001,4915
23442,19103
25057,19103
24590,1311
22949,4136
25135,24652
23615,878
24134,24436
23123,3437
25086,872
24770,23508
23068,23480
22924,1450
24687,23776
24678,852
24420,24668
24836,852
23488,24436
23680,491
24877,872
23165,3715
24012,23490
25156,23417
24532,23480
24462,15838
24605,24435
23338,24682
23939,1773
24988,24436
24701,23458
24452,3829
24346,704
24366,4160
23600,1306
23294,24436
23924,2490
24876,4342
23366,13553
24523,2477
24500,23424
23831,8591
23202,872
22952,2505
24912,15838
25038,976
24214,23415
23074,23168
24785,24436
24111,23509
23994,23506
24527,2809
23406,24651
24808,23509
24308,4550
23186,23509
25036,23153
23580,1629
25089,1743
25011,1723
23627,1267
24464,1306
23757,422
23883,1521
24749,2809
24499,23511
24003,24651
23781,24436
24434,852
24398,24651
23587,1909
25168,444
23151,3798
25115,1595
24231,1307
23414,3453
24674,23978
23844,1269
24916,852
24830,1805
24873,23791
24765,3829
24533,3829
24029,3720
24922,23144
24536,23511
24281,24436
23551,23157
23334,3781
24466,23510
25071,6754
23726,1097
24837,24651
24888,1447
23756,1772
23661,23444
24417,852
24510,1788
23561,852
55019,3569
24905,258
23405,23458
25172,24107
23162,1447
55554,6514
23935,23500
25053,23471
25118,1909
23696,23509
23678,1567
23845,1307
23449,24436
23399,705
23739,24651
25103,23509
24492,3829
23076,3286
23025,24436
23122,878
23800,5415
24937,260
23859,24651
23829,1452
23221,4550
24374,23498
24285,256
25121,4915
22938,1278
23333,2501
23675,15838
23589,1394
23432,23498
23711,11671
23125,23511
24780,24651
23607,2809
24955,1773
24180,981
23966,256
23368,3798
24224,2175
24263,254
23230,3829
24106,872
23264,24651
24692,24436
23830,24702
23548,2144
23298,3449
23914,204
23229,2490
24128,24436
24400,24685
24045,3717
24619,23456
23957,3481
24795,3446
24051,491
24386,1072
24926,23153
24918,23509
24043,872
25108,23776
24568,1312
54371,476
24309,872
24577,15838
24330,1093
25177,24651
23722,23498
23719,3429
23986,872
23092,3720
55806,473
22944,2147
25175,23520
23783,1307
24897,495
23057,23458
23778,422
24270,24436
23630,1156
24158,4550
23534,16987
23967,1450
24457,23509
23835,23978
23431,3798
24340,23458
24592,3829
24726,3715
23755,23455
22995,3500
24467,23455
23990,1874
23832,871
25166,852
23285,4550
22935,23508
24223,3558
54694,6514
24025,23511
23247,3798
25013,23509
24395,3721
23702,8591
24261,23509
23962,3829
24017,24695
24383,24436
23984,23170
24812,1267
25098,1273
23542,3782
23337,871
23570,19103
24750,24446
23402,23177
23874,24702
24099,878
23362,24651
24179,852
22980,495
23841,24681
22991,23458
23727,3829
24284,2477
25041,915
24423,23478
23529,3449
23905,24652
24056,1334
24460,24651
24920,24651
23626,864
23397,3449
24048,24655
23963,428
23049,23978
24267,24436
24567,1278
24547,2708
24787,724
24521,3437
24691,23155
24570,1394
24666,3483
23084,24721
23545,3718
71413,2912
23390,1307
24311,444
24585,852
23249,3829
23701,23421
23257,4915
23760,23520
22909,23978
23156,3715
23088,872
24199,2809
24609,2505
23219,24436
23195,2741
54503,19915
23146,10807
24608,2471
24936,428
23595,261
24124,1773
24557,2490
23983,1450
24209,3725
23985,2764
23454,6780
24537,23509
24735,24651
23379,10691
23313,1271
23501,23509
24644,23511
23770,23467
24222,23508
24646,1447
22921,23750
24144,23153
23809,1805
22911,3453
24815,3798
23383,3720
23774,852
24288,3718
23158,2490
23794,24676
24195,24436
25060,24450
24816,313
24482,23508
25133,3720
24114,724
22950,3620
24995,24436
24061,23508
23824,1773
23175,4556
23674,23458
24119,23492
24445,11671
24456,2414
23289,24436
23522,24436
24034,4160
23771,3564
24690,3829
23077,3829
24719,3558
23244,24107
24956,24436
24013,3266
25162,3558
55321,19915
24598,10691
24968,24436
24246,2766
23846,3696
22977,23509
22937,24651
24167,2726
23575,24651
23384,3646
23854,11671
23826,1680
24146,1773
23550,4342
24761,4550
24610,852
24201,422
22996,10730
23133,444
22999,23446
22927,872
24317,205
23900,24651
23327,24436
24431,1450
23060,23458
54809,6514
23292,183
24175,23509
24321,24651
23039,1288
23876,24695
24080,999
23226,383
24304,1447
54300,476
24326,23750
23689,2477
23586,1415
23728,457
23729,2266
24739,852
24814,1093
23802,23254
24380,1314
23079,422
23865,24651
23013,3718
24150,23509
24305,4915
24509,3520
24165,1093
24940,23179
23512,24695
23601,5415
54262,19915
24411,23506
23447,24436
23842,428
54561,476
24279,24436
24783,24436
24105,706
24455,23481
24797,644
24630,1314
24191,24722
23268,1804
23043,3698
23184,23448
24813,23508
22971,1416
23042,23493
23784,3447
24997,24436
24170,6383
23972,1447
24470,23456
24480,24436
23191,859
25146,3720
22984,203
23363,1805
23128,24700
25143,24654
23386,4539
24019,23978
23065,24450
24958,24436
24648,701
24037,1271
23201,1777
23335,852
23214,3696
24239,23149
24671,8591
24839,2505
23813,3798
23929,491
23686,4915
24091,1265
24803,24651
23582,19677
23579,3829
23515,24436
24986,313
23910,4550
24205,23471
23369,852
23736,24651
25129,3829
22945,10807
23720,2414
24052,4539
25078,3715
24563,6741
24632,23490
23979,4915
23046,23511
23487,3681
23135,23978
23961,1311
23581,4915
23872,3829
23391,1723
23348,24436
24716,23154
24351,3449
23951,23423
71688,1338
24353,313
24465,1275
25138,23148
24390,24436
23015,24702
25030,724
24459,23495
24925,23511
25023,23420
25044,23978
23703,23777
24424,3829
24826,23978
23319,24436
23926,1773
23646,3558
23282,24651
25100,2005
23759,23458
24908,16987
22967,1312
24782,2708
23145,23475
23915,253
24196,203
23111,23517
24673,23168
24437,8591
23190,24651
23115,2505
22923,23517
23565,2147
23504,24436
24662,3449
23398,1781
24849,23978
25184,8561
23836,3432
24559,3720
25035,24696
23059,872
24073,24651
23209,488
23964,24651
24494,872
23717,428
25050,24447
23901,4525
23486,872
23624,3564
23243,920
24219,23507
24262,428
24643,2809
25137,3018
24229,3829
24941,872
23869,15838
23008,1450
23608,24633
24185,23509
25083,3829
23213,4466
25171,313
23885,4550
23875,23456
23356,24436
23375,23509
23464,24651
24228,23978
24058,24436
23796,3698
25126,23144
24130,3725
24866,313
23082,23509
24971,3716
24225,15838
24638,1450
24796,896
23207,4550
23483,4915
23909,3735
24402,5415
24575,3718
24090,24651
23005,24684
23392,23509
23331,24436
24540,24653
23817,23149
23682,24436
24923,23174
24534,24651
23143,3829
24825,24436
24117,3798
24018,1025
25056,1341
24476,872
23562,2144
25090,1415
24597,24669
24991,3449
22915,24679
25042,4342
24501,8902
23365,15838
23189,24436
23205,313
25096,1450
25082,3829
24844,3473
24847,24721
23740,3719
23590,1447
23820,23764
23988,256
24197,1097
24057,3452
24790,256
23041,1782
24951,23466
24535,3829
24088,5415
23593,24695
24969,23155
25147,23458
23311,2490
24933,5415
23658,1782
24244,23196
23085,3829
23893,1805
23852,23517
24332,24651
25123,3727
24132,24436
24454,3829
23705,11671
23130,10807
24376,4342
24031,23458
23236,23416
25164,1025
25081,1431
24789,24436
23071,3564
24232,23466
24102,23510
24819,3483
23192,428
24924,1139
24949,24107
24371,1174
24156,313
24647,23475
24983,24657
24889,23978
24241,13408
24732,1909
24272,10695
24895,3620
24040,3782
23833,872
25006,3502
24622,15838
24314,24651
54399,1161
24723,1567
22951,2477
23117,2005
23538,4550
24101,5863
22948,1306
23354,24447
24642,1307
25019,24702
24580,1335
22913,2476
24604,23475
24240,23495
25059,3718
25032,2414
23612,23252
23463,4550
23724,24651
24022,1265
24286,1680
24771,852
23864,24651
25167,3829
23664,872
24512,23511
24879,24655
24882,2492
22916,3683
24341,1312
23325,24436
22990,6383
24481,1097
24463,4915
23749,23444
23341,2741
25070,999
56081,1822
24601,24656
23787,24651
22941,3829
23768,23419
22918,1773
23516,24436
24964,24436
24401,422
23821,1334
23315,1307
24140,24436
23058,3829
23947,4915
23851,24436
24189,24436
24759,23439
24906,1447
24846,23509
24603,23978
23752,24694
24023,10807
23017,3720
25016,4550
23691,852
23127,2005
24063,2005
23688,24696
54942,476
24869,4161
23222,4550
24148,3449
23535,313
23779,23417
24302,2805
23352,3433
24555,257
23886,1450
24300,10695
24980,24436
25027,24651
23212,23473
24268,24436
25084,1805
23281,852
24931,256
25113,3082
24710,23196
23279,19103
23087,23423
24541,23253
23278,23978
23814,24919
23571,3782
22917,4915
24565,24668
23227,1307
24507,3436
24560,3688
23554,2493
24100,3449
23459,1567
23840,1550
23656,15838
24432,3798
22972,24651
23096,852
24369,3318
22994,915
24204,23252
23382,515
24743,23446
24416,23458
24254,6755
24586,3449
23735,1804
24075,23509
24966,24436
24212,3449
23748,23144
24709,24436
23261,2809
23890,1782
23730,1450
24135,24436
24634,24702
24252,24694
23631,1447
25007,3535
23233,1720
24917,481
23785,3564
24530,1773
24253,239
24990,24702
23002,23978
24488,3481
24663,3798
24845,24435
24850,256
22179,1025
24880,852
24840,4915
24438,2764
23751,2734
25012,871
23103,3502
25039,976
25183,23978
23339,2005
24382,24436
22966,872
24000,1261
25141,4915
25058,23176
24070,24651
24397,23509
24817,1306
24724,24651
24178,1275
23255,23509
24529,23418
25170,1271
24561,2734
24581,3683
24274,24436
23847,256
23605,2734
23585,1307
24675,23467
24329,1773
24934,24651
24863,23978
24024,24651
24614,3829
24089,1174
25125,23254
24097,872
24489,24651
24142,3829
23643,4342
25052,3318
23807,4550
23181,1567
24898,257
23753,24651
23568,4915
24736,13408
23903,1782
24938,24694
23741,417
24362,23448
23445,24436
23440,3449
24985,23466
25069,3800
23349,24436
25117,23455
23100,23509
24528,3829
23044,3829
23743,1777
24190,2476
24497,24651
25092,852
24361,1415
23617,3829
24116,1261
55480,6514
24345,852
54680,473
25087,23451
23549,1478
24422,23423
23182,4342
24754,4165
24082,864
24993,24436
23645,2005
23684,23417
23312,23493
25124,23458
24378,1430
24327,710
24444,1450
23011,4342
24948,24436
24069,23490
25021,1097
24546,23458
24412,23458
24587,23144
23857,1415
26652,1773
26081,26272
25214,900
26671,3018
26952,25896
25992,26726
25523,691
26401,2106
26885,2414
27268,4465
26240,25881
26770,1996
27195,2106
27181,26750
25515,6403
26752,1596
27235,483
25216,26272
26116,1773
27090,1118
25335,4465
27114,871
26327,871
26876,2106
26860,1265
25986,3689
25299,1596
25287,26717
26916,19131
26270,26272
26616,1118
27067,1518
25198,4506
25328,4915
26354,3570
27059,1477
25390,6383
25564,3558
26459,3692
26762,1773
25489,1768
25970,3555
26902,1452
26702,4465
26977,27002
25192,24651
26556,4465
26150,26272
25605,8690
26800,208
25400,1311
26690,1480
25608,19932
26439,208
25539,12879
25864,26272
26932,1118
25622,3689
25547,1773
25769,19677
25546,3692
26284,920
26287,3157
26210,3703
25577,1335
25809,1627
26961,2790
26041,506
25611,3692
26534,1606
25347,2497
27045,8690
27064,4512
26067,26272
27290,26272
25671,396
27244,25930
26686,1000
26527,4109
26816,504
27162,1978
26074,3646
27150,1337
25802,3293
27005,3520
26700,394
25344,3431
25239,724
25818,26272
27131,1089
25638,26272
26528,3570
27335,1118
25343,27041
25499,4915
26899,13536
26109,1335
26217,27044
25467,3431
27004,1571
54979,6514
27119,980
26890,2497
26581,26272
25782,2495
26657,25896
25386,3520
25688,25929
25425,25916
27109,3299
25356,3692
26030,1001
25222,26720
27088,2266
25262,26272
25197,27050
25587,15613
25246,1597
25411,2106
27270,3678
25374,2106
26685,1597
26087,208
55245,476
26211,477
27104,3423
26321,457
26680,3730
27023,1118
25650,3495
27138,3782
25573,26744
26929,3692
26759,26760
25803,25934
25935,478
55511,6514
27310,26272
27300,208
25372,26272
25456,3598
27311,26272
25272,26272
26798,2082
26307,1594
26568,13536
27078,4525
26286,3646
26103,16986
26043,1773
27319,3646
27246,1270
26784,6474
25381,3689
25296,1452
27204,1118
26389,27002
25337,1627
26594,8324
25309,4152
26273,26272
26935,4555
25522,1439
26710,26272
26656,25932
26507,26272
27306,2495
25787,1311
25967,3299
26758,24686
26555,3800
26666,4525
26091,1335
25471,1447
25283,24651
25820,8690
25966,4465
26627,3782
26331,15604
26970,506
26888,724
25657,26272
25267,866
27218,506
25494,25875
25277,1624
26942,3798
25687,3286
27021,3299
26787,1296
27236,208
25320,23148
26791,3293
26967,26272
25728,26724
26678,26272
26745,1723
25959,1769
26205,3570
25305,1275
26380,3776
27183,26726
26625,13536
26867,2705
25578,208
26618,19101
26631,3704
26376,1156
26783,19101
26632,3520
25525,1597
26994,1307
25451,26272
26926,2491
26344,1594
25536,3782
25190,26726
27273,25934
27256,3646
25833,3692
26279,4525
27057,3676
25484,4525
26739,6403
27106,2417
25459,1267
26836,23148
27112,4465
27007,1773
25900,3692
26986,1773
27197,26272
27008,3535
25487,26272
26302,26272
26160,208
26976,3692
27241,2405
54457,19915
27206,25898
25485,3570
26519,26272
26881,491
26920,309
25504,25874
26115,19101
26412,1270
25716,26272
27022,3800
25493,1403
26675,27029
25478,25872
26141,26272
25639,26272
25345,491
25764,11693
26441,19101
26477,27050
25531,23148
26168,4465
25975,3286
26846,23174
25707,1624
25870,3538
26466,1765
27230,26272
25586,27026
26826,3800
26590,201
26917,506
26368,13536
25551,13536
25749,1118
26714,25855
26357,12879
25348,2782
26126,6383
25455,2147
25497,26272
25318,2422
26638,25854
26465,506
27184,26735
25691,25897
25819,26272
25976,25901
26432,1596
25223,1133
26232,3676
26531,3782
26383,24651
27328,26272
25521,27051
25492,3299
26789,3692
26370,506
25524,1632
26139,2694
25701,25931
25315,25930
26706,422
26571,1596
26449,3599
25486,8690
25844,1335
26696,27054
25550,208
25816,2495
26683,27033
25358,25911
26665,506
25324,724
26664,873
25950,866
26051,25931
25319,1773
25583,19105
25798,1632
26835,26272
25597,3800
25371,13536
26776,1624
25983,1269
25285,4152
27149,506
26841,26740
26856,26272
25301,1596
26621,1118
27074,26718
26539,1118
25957,4465
25646,506
26042,26272
26637,3776
25726,11693
27016,3646
25907,208
25733,26767
25256,26272
25453,25855
25797,26766
25385,1848
25614,26272
26039,4465
26231,3646
25291,3607
26464,483
25384,392
27102,1120
26058,2144
27224,920
25991,25915
26584,3692
25306,2106
26271,3286
26108,26272
26198,207
55881,6514
25748,920
26256,1118
25203,1632
27255,26272
26481,4465
26489,506
27314,26272
26414,26272
25621,2191
27156,997
26346,6383
26061,4140
26817,26272
27123,24651
27096,4525
26956,26149
25846,4465
26153,3098
27258,13536
26530,207
26606,1118
27153,2106
25997,3704
26896,26272
25394,483
26002,1483
26179,3676
25663,26272
25952,1679
25349,19932
26923,24651
25210,2144
25637,25911
27144,25930
26125,15604
27245,915
27083,5864
26971,1492
26611,1118
25965,4465
26523,25855
27229,25874
25652,19932
25704,26272
25508,26717
26075,1161
26102,26272
26806,3800
26162,1118
26178,19101
26305,3538
27205,1452
27320,3299
26641,4465
25884,2106
26435,1307
26975,1480
25629,26773
26292,25929
27217,2144
25441,26272
26088,3483
26110,8690
25436,208
26254,2191
25595,13536
25462,1632
26707,1452
25631,3564
26452,3570
25421,1415
26299,922
26212,4165
26813,25855
26747,1596
25505,208
26097,1270
26420,424
26651,26272
26828,19932
25429,920
25662,920
25772,3483
26071,3646
26290,26272
26972,871
25450,26272
27097,1307
25828,208
26636,25911
25554,24651
25594,27052
26989,1000
25979,1335
25202,2804
27170,871
25856,1133
26186,506
25626,4525
27025,506
25477,1632
25720,21141
26337,1594
25725,2734
26487,26272
25194,1335
25426,26272
26120,6383
25779,1571
26146,1477
25988,3520
26492,365
26698,25918
26057,1156
25253,26272
55504,476
26879,26272
26927,2112
26883,3624
26017,4525
25791,2173
25658,1624
26629,1048
27302,1275
26195,1606
26573,491
25623,26272
25747,26746
25786,26526
27095,2111
27145,208
25838,1606
27324,4465
26851,1444
26367,6383
26677,19929
25624,25874
25225,6474
27193,26272
25694,26272
26861,915
25538,3692
26164,1606
25717,1398
26428,6474
26351,1447
25689,2106
26444,1611
26223,478
26024,2491
26716,4525
26947,19932
26137,25931
25226,920
26031,506
26333,3670
25827,26272
25397,3800
26281,920
27263,207
27062,1606
26262,1848
26999,11693
27157,26272
25765,2495
26119,1118
26451,1306
26537,27036
25700,873
27191,25855
26233,873
26545,26272
27214,27006
25398,26272
27233,1477
56033,19915
26887,4525
27099,26272
25244,1398
27124,2191
25245,3621
26981,23174
26498,2409
26900,1431
26777,222
26064,2140
26166,10670
26274,208
26472,24651
26931,25917
26533,6769
26494,1452
25814,3599
26713,2694
26532,1773
25326,25933
26006,8690
25454,26272
26348,25895
26014,1314
25699,24651
26117,3692
27228,506
25500,3570
26089,19932
25279,26272
26188,8690
25842,26272
26863,1512
55292,19915
25763,6785
26873,3646
26191,26760
27292,2491
26436,4512
25785,4140
26009,26272
25974,26742
26107,690
26603,24651
27288,1627
26579,3692
25924,1133
26007,6382
26548,1156
26382,1415
25773,1596
26228,26272
27209,26272
26957,25855
26566,724
27068,871
26468,3286
26180,2147
27291,4465
27185,208
26197,506
26015,23148
26853,25855
26275,26272
27172,26272
25759,1827
27013,2106
27084,474
27079,1311
25737,26720
26147,4915
26694,1571
25571,26272
25867,25896
25796,1452
26068,6381
27042,506
26121,25897
26504,208
26158,26272
25910,2491
26251,26272
26112,26272
26363,1632
27061,2495
26682,1788
25711,24651
25449,1596
55651,476
25419,3729
25847,25931
26322,2489
25829,2106
26939,1048
27154,19932
25473,4465
26241,691
26880,724
27250,26272
27227,26272
26062,871
25528,3286
26047,2898
25215,2054
25236,1624
26447,26272
26467,17643
25750,1596
26301,2147
26524,1118
26361,3692
27011,1498
25645,27052
27222,27033
26033,4109
26184,3692
25512,26750
25909,25927
25656,402
27136,1335
26407,27029
25632,15604
25943,25896
26336,7586
27266,2142
27286,506
26541,1478
27116,1334
25268,491
26445,3376
25955,26272
25852,27002
27321,26272
25771,1571
26035,3692
26255,26741
25861,26272
26289,25929
54200,476
26339,26721
25681,1334
26482,979
26028,26272
25609,26272
26895,3692
26362,506
25330,1314
27147,2106
27089,506
26574,24651
25274,483
26695,25930
25826,1480
25721,3800
26582,19932
27189,6383
27337,27006
27257,1624
26973,2735
26693,11438
54317,3288
25832,724
25311,25896
55208,6514
55791,413
27278,871
26187,3669
27107,26721
27275,1632
26295,8690
25719,26272
26799,26717
25266,920
25800,3536
26782,199
26373,8690
26542,26272
25552,2804
26600,3646
26755,914
26614,1118
26318,3483
26434,1596
25801,2775
26679,2106
25327,26272
26170,4915
26729,26272
26734,920
25862,26272
25316,25915
26235,26760
26949,3692
26793,25918
25428,3014
26894,208
26480,4915
55626,2139
25925,4525
27034,25895
25382,3679
26245,26272
25545,26767
26055,26737
27186,26760
25271,26272
